label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,154,40,5,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,79,15,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,0
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,84,20,2,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,movie juz last minute decision mah juz watch lar tot interested,63,11,c movie is juz last minute decision mah juz watch lar but i tot not interested,0
ham,How are you enjoying this semester? Take care brother.,54,11,2,How are you enjoying this semester? Take care brother.,enjoying semester take care brother,35,5,how are you enjoying this semester take care brother,0
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,157,29,2,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information orange user xxxxxx today ur lucky day find log onto url fantastic prizeawaiting,101,15,important information orange user xxxxxx today is ur lucky day find out why log onto url there s a fantastic prizeawaiting you,1
ham,"Get the door, I'm here",22,7,1,"Get the door, I'm here",get door,8,2,get the door i m here,0
ham,"Lets use it next week, princess :)",34,9,1,"Lets use it next week, princess :)",let use next week princess,26,5,lets use it next week princess,0
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,68,19,2,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,go home first lar wait lor put stuff first,42,9,or i go home first lar wait me lor i put down my stuff first,0
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,74,22,5,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,want kfc tuesday buy meal gravy mark,36,7,i want kfc its tuesday only buy meals only no gravy only mark,0
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),102,26,1,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),da stupid da always sending like believe message pandy mental,61,10,no da he is stupid da always sending like this don believe any of those message pandy is a mental,0
ham,Oi when you gonna ring,22,6,1,Oi when you gonna ring,oi gon na ring,14,4,oi when you gonna ring,0
spam,Missed call alert. These numbers called but left no message. 07008009200,72,13,3,Missed call alert. These numbers called but left no message. 07008009200,missed call alert number called left message,44,7,missed call alert these numbers called but left no message,1
ham,I attended but nothing is there.,32,7,1,I attended but nothing is there.,attended nothing,16,2,i attended but nothing is there,0
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,76,20,2,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ard like dat lor juz meet mrt station dun haf come,50,11,ard like dat lor we juz meet in mrt station then dun haf to come out,0
ham,No dear i was sleeping :-P,26,7,1,No dear i was sleeping :-P,dear sleeping,13,2,no dear i was sleeping p,0
ham,Er mw im filled tuth is aight,29,7,1,Er mw im filled tuth is aight,er mw im filled tuth aight,26,6,er mw im filled tuth is aight,0
ham,Will be office around 4 pm. Now i am going hospital.,52,13,2,Will be office around 4 pm. Now i am going hospital.,office around pm going hospital,31,5,will be office around pm now i am going hospital,0
ham,Actually i'm waiting for 2 weeks when they start putting ad.,60,13,1,Actually i'm waiting for 2 weeks when they start putting ad.,actually waiting week start putting ad,38,6,actually i m waiting for weeks when they start putting ad,0
ham,Anything lor if they all go then i go lor...,44,11,1,Anything lor if they all go then i go lor...,anything lor go go lor,22,5,anything lor if they all go then i go lor,0
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,77,20,2,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,free sat rite wan watch infernal affair wif darren mayb xy,58,11,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,0
ham,Yo you around? A friend of mine's lookin to pick up later tonight,65,15,2,Yo you around? A friend of mine's lookin to pick up later tonight,yo around friend mine lookin pick later tonight,47,8,yo you around a friend of mine s lookin to pick up later tonight,0
ham,Stupid auto correct on my phone,31,6,1,Stupid auto correct on my phone,stupid auto correct phone,25,4,stupid auto correct on my phone,0
ham,Double eviction this week - Spiral and Michael and good riddance to them!,73,14,1,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction week spiral michael good riddance,49,7,double eviction this week spiral and michael and good riddance to them,0
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",127,28,2,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",world suffers lot violence bad people silence good people gud night,67,11,the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night,0
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",131,30,4,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday,94,17,ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,0
ham,Buy one egg for me da..please:),31,10,1,Buy one egg for me da..please:),buy one egg da please,21,5,buy one egg for me da please,0
ham,Have you started in skye,24,5,1,Have you started in skye,started skye,12,2,have you started in skye,0
ham,Have you bookedthe hut? And also your time off? How are you by the way?,71,18,3,Have you bookedthe hut? And also your time off? How are you by the way?,bookedthe hut also time way,27,5,have you bookedthe hut and also your time off how are you by the way,0
ham,And several to you sir.,23,6,1,And several to you sir.,several sir,11,2,and several to you sir,0
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,79,21,2,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,really pig leh sleep much dad wake smth eat lunch today,55,11,u really pig leh sleep so much my dad wake me up at smth eat lunch today,0
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,97,22,3,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,love hope anything drastic dare sell pc phone,45,8,my love i hope your not doing anything drastic don t you dare sell your pc or your phone,0
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,157,34,3,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg record indicate may entitled pound accident claim free reply yes msg opt text stop,90,15,freemsg our records indicate you may be entitled to pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,1
ham,Life style garments account no please.,38,7,1,Life style garments account no please.,life style garment account please,33,5,life style garments account no please,0
ham,Lol wtf random. Btw is that your lunch break,44,10,2,Lol wtf random. Btw is that your lunch break,lol wtf random btw lunch break,30,6,lol wtf random btw is that your lunch break,0
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",88,22,2,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",sez hows de arab boy hope good give love evry love ya eshxxxxxxxxxxx,68,13,sez hows u de arab boy hope u r all good give my love evry love ya eshxxxxxxxxxxx,0
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",155,38,5,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man let know missed thought great day send bimbo ugo number ill appreciate safe,83,15,the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugo s numbers ill appreciate safe,0
ham,Detroit. The home of snow. Enjoy it.,36,10,3,Detroit. The home of snow. Enjoy it.,detroit home snow enjoy,23,4,detroit the home of snow enjoy it,0
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,135,29,4,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colour euro offer get england flag lion tone ur phone click following service message info,98,17,show ur colours euro offer get an england flag lions tone on ur phone click on the following service message for info,1
