clean_message,label_encoded
made eta taunton planned hope still okday good see xx,0
hey congrats id luv ive go home,0
running managed minute needed oxygen might resort roller option,0
pity mood suggestion,0
darren saying dat meeting da ge den dun meet dinner co later leave xy feel awkward den meet lunch lor,0
hi kindly give u back document submitted loan stapati,0
dont use hook,0
little med say take every hour pain back took another hope die,0
gone get info bt dont know,0
mobile mths update latest camera video phone free keep ur number get extra free min text text yes call,1
hm good morning headache anyone,0
pdate double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl,1
ya telling abt tht incident,0
suck go hair free right,0
hows champ leaving glasgow,0
call cost guess isnt bad miss ya need ya want ya love ya,0
around still asleep,0
hurry home big butt hang last caller food done starving ask cooked,0
come medical college pm forward da,0
buy one egg da please,0
opening mca,0
performance award calculated every two month current one month period,0
tel software name,0
phone weirdest auto correct,0
thanks chikku gud nyt,0
early bird purchase yet,0
case wake wondering forgot take care something grandma today done parade,0
eatin lor goin back work soon mountain deer show huh watch liao nice,0
yup msg tat yijue tot group mate co meeting today mah askin leaving earlier wat mah co mayb haf walk far,0
also hi wesley,0
like tell deepest darkest fantasy call min stop text call nat rate,1
today iz yellow rose day love frndship give misscall amp send ur frndz amp see many miss call get get missed marry ur lover,0
work going min,0
xmas iscoming ur awarded either money cd gift voucher free entry money weekly draw txt music tnc url,1
time fix spelling sometimes get completely diff word go figure,0
give everything want need actually could better yor got money get work get man pay rent even fill fucking gas tank yes stressed depressed even call home thanksgiving cuz tell nothing,0
santa calling would little one like call santa xmas eve call book time,1
reach orchard already wan go buy ticket first,0
broke list reason nobody town tell sarcastic faggy,0
could work reach consensus next meeting,0
dont message offer,0
money money aint thing sha,0
nobody name penis girl name story add,0
im inperialmusic listening weirdest track ever leafcutter john sound like insect molested someone plumbing remixed evil men acid,0
sound good keep posted,0
maybe fat finger press button know,0
recieve tone within next hr term condition please see channel teletext pg,1
yeah sure leave min,0
take like noon,0
oh ho first time use type word,0
ok ok guess,0
ugh wan na get bed warm,0
carlos minute still need buy,0
sorry roommate took forever ok come,0
time,0
prakesh know,0
aiyah rain like quite big leh drizzling least run home,0
get library,0
hello handsome finding job lazy working towards getting back net mummy boytoy miss,0
many happy return day wish happy birthday,0
guy flash go call call madam take care oh,0
sister law hope great month saying hey abiola,0
dont flatter tell man mine two pint carlin ten minute please,0
pic please send,0
good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet sometime rakhesh visitor india,0
wish great semester,0
school da lab stuff give call done,0
em olowoyey usc edu great time argentina sad secretary everything blessing,0
bill money thats bad,0
dont put phone silent mode ok,0
dont much image class,0
subscribed textcomp wkly comp st wk free question follows subsequent wks email unsubscribe txt stop custcare,1
dont gim lip caveboy,0
congrats year special cinema pas call suprman matrix starwars etc free bx ip pm dont miss,1
weekend fine excuse much decorating,0
sent maga money yesterday oh,0
contacted dating service someone know find call mobile landline pobox ldns,1
look amy ure beautiful intelligent woman like lot know like like worry,0
email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call,1
yet chikku wat abt tht guy stopped irritating msging,0
said went back bed sleep anything,0
reached sch already,0
co darren say considering mah ask,0
aight latest probably closer jay tyler two trip,0
sent email address incomm right,0
room need,0
free call,0
movie laptop,0
er enjoyin indian mo yep sall good hehe hows bout shexy pete xx,0
havent planning buy later check already lido got show afternoon finish work already,0
ur physic get,0
first answer question,0
lifted hope offer money need especially end month approach hurt studying anyways gr weekend,0
thank baby cant wait taste real thing,0
think could stop like hour roommate looking stock trip,0
busy come point figure tomorrow,0
pleased inform application airtel broadband processed successfully installation happen within day,0
diet ate many slice pizza yesterday ugh always diet,0
didnt complete gist oh,0
make sense btw carlos difficult guy gon na smoke go pick second batch get gas,0
lol drunkard hair moment yeah still tonight wats plan,0
nt yet chikku simple habba hw abt,0
wa ur openin sentence formal anyway fine juz tt eatin much puttin weight haha anythin special happened,0
yes place town meet exciting adult single uk txt chat msg,1
going try month ha ha joking,0
dunno lei neva say,0
probably still going stuff,0
lor,0
yup comin,0
yar say got error,0
oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause getting owed face,0
jot thing want remember later,0
think rule tamilnadu tough people,0
av new number wil use one ta,0
well told others marry,0
pattern recently crap weekend,0
talk,0
evry emotion dsn hav word evry wish dsn hav prayrs smile world wit othrwise even drop tear dsn lik stay wit happy good morning keep smiling,0
hard believe thing like say lie think twice saying anything,0
th gower mate man good wale ill back morrow wk msg random,0
hiya hows going sunny africa hope avin good time give big old silver back big kiss,0
sent send,0
da bus going home,0
wylie tampa sarasota,0
hi amy sending free phone number couple day give access adult party,1
come take little time child afraid dark become teenager want stay night,1
mum went dentist,0
ebay might less elsewhere,0
yo dude guess got arrested day,0
printer cool mean groovy wine groovying,0
aight still want get money,0
great hear settling well happenin wit ola,0
free entry gr prize wkly comp chance win latest nokia psp money cash every wk txt great url,1
quite lor dun tell wait get complacent,0
better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,0
shuhui say change suntec steamboat noe,0
ur paper today morn aft,0
dice art class thru thanks though idea time come tomorrow,0
computer fried essential part keep spare fucking idiot roommate looovvve leaving thing running full lt gt,0
charge transfer charge withdraw anyhow like,0
hard live chat min choose girl connect live call cheap chat uk biggest live service vu bcm wc xx,1
miss ya need ya want ya love ya,0
friend want drive em someplace probably take,0
urgent please call abta complimentary spanish holiday money cash await collection sae c box po ez ppm,1
merry christmas annie,0
know pls open back,0
yeah fact asked needed anything like hour ago much,0
ok sent da latest version da project,0
aiyah wait lor entertain hee,0
sent ur email id soon,0
pm cost,1
good morning repair shop reason hour,0
yeah usual guy town definitely people around know,0
husband,0
congrats mobile videophones call videochat wid ur mate play java game dload polyh music noline rentl bx ip pm,1
per min call germany bt line per min check planettalkinstant com info text stop opt,1
stayin trouble stranger saw dave day sorted still bloke gona get girl mr ur mum still think get getha,0
oops lt gt,0
wat would like ur birthday,0
aight head,0
ok askd knw tht,0
cool fun practicing making baby,0
cant try new invention fly joking,0
turning phone mom telling everyone cancer sister stop calling hurt talk put see get home love,0
oh got many responsibility,0
zoe hit im fucking shitin il defo try hardest cum morow luv million lekdog,0
warner village colin farrell swat wkend warner village get free med popcorn show email kiosk reply sony mre film offer,1
hi darlin youphone im athome youwanna chat,0
hospital da return home evening,0
gon na home soon want talk stuff anymore tonight cried enough today,0
also bringing galileo dobby,0
still maybe leave credit card get gas get back like told,0
dear subscriber ur draw money gift voucher entered receipt correct an elvis presley birthday txt answer,1
